ID,Total Rarity Score,Rarity,Background,Rarity,Back Accessory,Rarity,Body,Rarity,Clothes,Rarity,Mouth,Rarity,Eyes,Rarity,Wield,Rarity,Accessory,Rarity,Head,Rarity,Earring,Rarity
00541,193.0614944,436,Skinny Dip,22.33333333,Bag of Toys,39.41176471,Green,14.56521739,Black Suit,14.56521739,Missing Tooth,9.054054054,Calm Purple,6.633663366,White Wine,13.67346939,Face Cuts,26.8,Dark Horns,27.91666667,Safety Pin,18.10810811
00542,4224.972332,4,Iced,670,None,1.942028986,Frozen,670,None,167.5,Frozen Tooth,670,Cold Silver,670,Snowball,20.3030303,Frozen Chain,670,Cold Ram Horns,670,Diamond Stud,15.22727273
00543,192.3653545,440,Skyism,35.26315789,None,1.942028986,Teal,8.815789474,Black Suit,14.56521739,Sharp,9.178082192,Kawaii,47.85714286,Snowball,20.3030303,Silver Chain Necklace,10.80645161,Ram Horns,23.92857143,Silver Hoop,19.70588235
00544,162.7811828,597,Monochrome,27.91666667,None,1.942028986,Teal,8.815789474,White Suit,16.34146341,Tongue Tied,14.88888889,Stoned,13.1372549,Coconut,20.9375,Red Collar,12.64150943,War Helmet,31.9047619,Ergo Chain,14.25531915
00545,167.7835871,571,Watermelon,31.9047619,None,1.942028986,Brown,11.3559322,Lab Coat No2,22.33333333,Sharp,9.178082192,Angry Red,11.3559322,Tie Dye Wine,14.25531915,3D Glasses No2,20.9375,Ronin Hat,24.81481481,Silver Hoop,19.70588235
00546,223.5742599,257,Seattle Proper,39.41176471,None,1.942028986,Blue,9.436619718,Ronin White,33.5,Smirk,11.16666667,Calm Purple,6.633663366,Trident,19.14285714,Bronze Medal,44.66666667,Santa Hat,31.9047619,Sapphire Stud,25.76923077
00547,209.5736655,340,Water Hole,37.22222222,None,1.942028986,Brown,11.3559322,Black ERGoat Shirt,14.25531915,Gritted Teeth,8.933333333,Crazy Blue,9.305555556,Christmas Mug,15.95238095,Silver Medal,60.90909091,Ram Horns,23.92857143,Snowman,25.76923077
00548,230.7120928,230,Cherry Blossom,95.71428571,None,1.942028986,Teal,8.815789474,White ERGoat Shirt,19.70588235,Flopped,11.96428571,Calm Purple,6.633663366,Necronomicon,21.61290323,3D Glasses No2,20.9375,Orange Afro,29.13043478,Ergo Chain,14.25531915
00549,392.9063219,24,Crime Scene,29.13043478,Bow and Arrows,39.41176471,Blue,9.436619718,Green Ninja Armor,74.44444444,Sharp,9.178082192,Heart,95.71428571,White Wine,13.67346939,Gray Collar,16.34146341,Clown Afro,60.90909091,Present,44.66666667
00550,197.855835,403,Lilac,33.5,Monkey Tail,30.45454545,Yellow,10,Green Hawaiian Shirt,39.41176471,Grin,8.58974359,Angry Purple,10.15151515,White Wine,13.67346939,Gray Collar,16.34146341,Flame,31.9047619,None,3.828571429
00551,178.6719058,524,Pinot Noir Film,31.9047619,Red Katana,25.76923077,Orange,8.701298701,White ERGoat Shirt,19.70588235,Pierced Tongue,15.95238095,Calm Purple,6.633663366,Coconut,20.9375,Nose Scar,12.18181818,Red Beanie,19.70588235,Gold Hoop,17.17948718
00552,204.9756582,360,Rojo,30.45454545,None,1.942028986,Gray,8.58974359,Santa Sweater,74.44444444,Sharp,9.178082192,Stoned,13.1372549,Trident,19.14285714,Gray Collar,16.34146341,Dark Horns,27.91666667,None,3.828571429
00553,200.6942349,387,Seattle Proper,39.41176471,Blue Katana,30.45454545,Teal,8.815789474,Green Hawaiian Shirt,39.41176471,Flopped,11.96428571,Calm Purple,6.633663366,Cigarette,15.95238095,Nose Scar,12.18181818,Cowboy Hat,21.61290323,Ergo Chain,14.25531915
00554,194.5523424,428,Forever Sunshine,27.91666667,None,1.942028986,Blue,9.436619718,Tat Blasted,35.26315789,Grin,8.58974359,Assassin Green,11.3559322,Candy Cane,51.53846154,Red Collar,12.64150943,Cowboy Hat,21.61290323,Ergo Chain,14.25531915
00555,223.8587868,254,Hazy Eve,44.66666667,Red Parrot,18.10810811,Brown,11.3559322,Ripped Suit,15.58139535,Gritted Teeth,8.933333333,Crazy Blue,9.305555556,Cupcake,25.76923077,Gray Collar,16.34146341,Orange Afro,29.13043478,Present,44.66666667
00556,2330.287456,6,Polaroid Christmas,670,Bag of Toys,39.41176471,Christmas,670,Santa,51.53846154,Screaming,10.15151515,Green Christmas,670,Christmas Mug,15.95238095,None,167.5,Santa Hat,31.9047619,None,3.828571429
00557,189.9492457,458,Sunshine,31.9047619,None,1.942028986,Red,11.55172414,Black Suit,14.56521739,Gold Tooth,14.25531915,Angry Purple,10.15151515,White Wine,13.67346939,Bronze Medal,44.66666667,Orange Afro,29.13043478,Safety Pin,18.10810811
00558,245.9541891,163,Good Morning,111.6666667,None,1.942028986,Gray,8.58974359,Lab Coat No2,22.33333333,Sharp,9.178082192,Angry Purple,10.15151515,Katana,13.4,3D Glasses No2,20.9375,Pink Neon Horns,33.5,Ergo Chain,14.25531915
00559,239.5369831,194,Cloud Light,55.83333333,Nine Tales,51.53846154,Green,14.56521739,Holiday Suit,23.92857143,Missing Tooth,9.054054054,Angry Purple,10.15151515,Cigarette,15.95238095,Gray Collar,16.34146341,Dark Horns,27.91666667,Ergo Chain,14.25531915
00560,238.8243956,197,Skinny Dip,22.33333333,Rainbow Demon Wings,95.71428571,Pink,10,Pink Suit,26.8,Screaming,10.15151515,Crazy Yellow,10.15151515,White Wine,13.67346939,Red Collar,12.64150943,Dark Cowboy Hat,23.10344828,Ergo Chain,14.25531915
00561,192.2331091,442,Forever Sunshine,27.91666667,None,1.942028986,Brown,11.3559322,Ronin Black,16.34146341,Gritted Teeth,8.933333333,Assassin Gray,13.1372549,Christmas Mug,15.95238095,Red Collar,12.64150943,Clown Afro,60.90909091,Disco Ball,23.10344828
00562,311.6491803,58,Red Window,47.85714286,Bag of Toys,39.41176471,Brown,11.3559322,White Suit,16.34146341,Screaming,10.15151515,Crazy Blue,9.305555556,Flame,22.33333333,Gold Metal,111.6666667,Headband,21.61290323,Hanafudu No2,21.61290323
00563,208.3701567,343,Movie Foam,35.26315789,Red Katana,25.76923077,Pink,10,Ripped Suit,15.58139535,Grin,8.58974359,Stoned,13.1372549,Dragon Ball,37.22222222,Gold Chain Necklace,14.88888889,Ronin Hat,24.81481481,Pentagram,23.10344828
00564,182.5451573,509,Opening Scene,74.44444444,None,1.942028986,Yellow,10,Black ERGoat Shirt,14.25531915,Gritted Teeth,8.933333333,Calm Teal,8.815789474,Spirit Gun,22.33333333,Green Energy,14.88888889,Rambo,23.10344828,None,3.828571429
00565,308.9365114,62,Pinot Noir Film,31.9047619,Angel Wings,14.47826087,Pink,10,Celtics Jersey,95.71428571,Flopped,11.96428571,Stoned,13.1372549,Flame,22.33333333,Green Scouter,44.66666667,Clown Afro,60.90909091,None,3.828571429
00566,412.0711881,20,Stroke,223.3333333,None,1.942028986,Gray,8.58974359,Blue Ninja Armor,47.85714286,Gold Tooth,14.25531915,Assassin Gray,13.1372549,Cupcake,25.76923077,Green Energy,14.88888889,Purple Beanie,17.63157895,Present,44.66666667
00567,176.3901678,530,Sunshine,31.9047619,None,1.942028986,Yellow,10,Ronin White,33.5,Grin,8.58974359,Stoned,13.1372549,Snowball,20.3030303,Silver Chain Necklace,10.80645161,Horns,23.10344828,Disco Ball,23.10344828
00568,407.6810771,22,Airline Scarf,74.44444444,None,1.942028986,Purple,10.30769231,Purple Hawaiian Shirt,41.875,Snake,14.25531915,Dollah,167.5,Spiked Bat,16.75,Gold Chain Necklace,14.88888889,Snowy Tophat,30.45454545,Rainbow Disco Ball,35.26315789
00569,202.2724611,373,Watermelon,31.9047619,None,1.942028986,Gray,8.58974359,Black ERGoat Shirt,14.25531915,Sharp,9.178082192,Crazy Blue,9.305555556,Katana,13.4,Silver Medal,60.90909091,Royal Guard Hat,30.45454545,Spikes,22.33333333
00570,266.075076,119,Best Friend,39.41176471,Dark Angel Wings,67,Purple,10.30769231,Bulls Jersey,51.53846154,Grin,8.58974359,Calm Teal,8.815789474,Flame,22.33333333,Red Collar,12.64150943,Green Neon Horns,23.10344828,Spikes,22.33333333
00571,205.5339678,356,Movie Foam,35.26315789,Devil Tail,37.22222222,Pink,10,Green Hawaiian Shirt,39.41176471,Gritted Teeth,8.933333333,Stoned,13.1372549,Red Wine,17.17948718,Red Collar,12.64150943,Dark Horns,27.91666667,None,3.828571429
00572,291.5991761,86,Island in Blood,74.44444444,None,1.942028986,Orange,8.701298701,Drug Rug No2,95.71428571,Screaming,10.15151515,Assassin Green,11.3559322,Necronomicon,21.61290323,Gold Chain Necklace,14.88888889,Snowy Tophat,30.45454545,Spikes,22.33333333
00573,207.8441064,345,Peach Line,67,None,1.942028986,Teal,8.815789474,White ERGoat Shirt,19.70588235,Sharp,9.178082192,Angry Purple,10.15151515,White Wine,13.67346939,Blue Energy,18.10810811,Pink Neon Horns,33.5,Sapphire Stud,25.76923077
00574,888.0972386,11,Airport,670,Red Katana,25.76923077,Blue,9.436619718,Bulls Jersey,51.53846154,Tongue Tied,14.88888889,Calm Purple,6.633663366,Flame,22.33333333,Pentagram,29.13043478,Green Neon Horns,23.10344828,Rainbow Disco Ball,35.26315789
00575,205.5277794,357,Pinot Noir Film,31.9047619,Red Katana,25.76923077,Red,11.55172414,Holiday Suit,23.92857143,Flopped,11.96428571,Calm Purple,6.633663366,Basketball,30.45454545,Red Collar,12.64150943,Pink Neon Horns,33.5,Gold Hoop,17.17948718
00576,276.5201199,100,Rojo,30.45454545,None,1.942028986,Gray,8.58974359,Drug Rug No2,95.71428571,Gritted Teeth,8.933333333,Calm Teal,8.815789474,Trident,19.14285714,3D Glasses No1,29.13043478,Orange Afro,29.13043478,Present,44.66666667
00577,216.2706961,307,Hazy Eve,44.66666667,Red Parrot,18.10810811,Yellow,10,Lab Coat No1,20.9375,Sharp,9.178082192,Super,41.875,Cocktail,22.33333333,Gold Chain Necklace,14.88888889,Snowy Tophat,30.45454545,None,3.828571429
00578,189.587292,460,Lilac,33.5,None,1.942028986,Gray,8.58974359,Lab Coat No1,20.9375,Pierced Tongue,15.95238095,Calm Teal,8.815789474,Cupcake,25.76923077,Green Energy,14.88888889,Ram Horns,23.92857143,Off White Tag,35.26315789
00579,189.8191369,459,Island in Blood,74.44444444,None,1.942028986,Orange,8.701298701,White ERGoat Shirt,19.70588235,Sharp,9.178082192,Calm Teal,8.815789474,White Wine,13.67346939,Mustache,27.91666667,Cowboy Hat,21.61290323,None,3.828571429
00580,309.8059172,60,Hazy Eve,44.66666667,Red Parrot,18.10810811,Yellow,10,Santa Sweater,74.44444444,Sharp,9.178082192,Angry Red,11.3559322,Spiked Bat,16.75,3D Glasses No1,29.13043478,Clown Afro,60.90909091,Off White Tag,35.26315789
00581,175.4278363,535,Best Friend,39.41176471,None,1.942028986,Yellow,10,Ronin Black,16.34146341,Flopped,11.96428571,Assassin Gray,13.1372549,Necronomicon,21.61290323,Nose Scar,12.18181818,Orange Afro,29.13043478,Silver Hoop,19.70588235
00582,183.1646867,504,Bloodshot,35.26315789,Shoulder Angel,47.85714286,Purple,10.30769231,Ronin Black,16.34146341,Grin,8.58974359,Crazy Yellow,10.15151515,Tie Dye Wine,14.25531915,Red Collar,12.64150943,Ram Horns,23.92857143,None,3.828571429
00583,191.8809476,444,Crime Scene,29.13043478,None,1.942028986,Teal,8.815789474,Ronin Black,16.34146341,Gritted Teeth,8.933333333,Crazy Blue,9.305555556,Red Wine,17.17948718,Green Scouter,44.66666667,Green Beanie,20.3030303,Rainbow Disco Ball,35.26315789
00584,165.2467644,583,Best Friend,39.41176471,Angel Wings,14.47826087,Yellow,10,Black Suit,14.56521739,Missing Tooth,9.054054054,Calm Purple,6.633663366,Spiked Bat,16.75,Nose Scar,12.18181818,Dark Horns,27.91666667,Ergo Chain,14.25531915
00585,158.104638,620,Score Line,30.45454545,None,1.942028986,Gray,8.58974359,White Suit,16.34146341,Missing Tooth,9.054054054,Calm Teal,8.815789474,Tie Dye Wine,14.25531915,Red Energy,17.63157895,Blue Afro,27.91666667,Pentagram,23.10344828
00586,249.956248,153,Lilac,33.5,Monkey Tail,30.45454545,Yellow,10,Joker Suit,27.91666667,Grin,8.58974359,Shoujo,39.41176471,Red Wine,17.17948718,Red Scouter,37.22222222,Dark Ronin Hat,30.45454545,Diamond Stud,15.22727273
00587,305.9613257,63,Sacre Bleu,29.13043478,Blue Katana,30.45454545,Red,11.55172414,White ERGoat Shirt,19.70588235,Gold Tooth,14.25531915,Ergo,111.6666667,Wolverine,12.40740741,Mustache,27.91666667,Horns,23.10344828,Snowman,25.76923077
00588,206.9698504,350,Crime Scene,29.13043478,Red Katana,25.76923077,Orange,8.701298701,Lab Coat No1,20.9375,Tongue Tied,14.88888889,Stoned,13.1372549,Red Wine,17.17948718,Blue Energy,18.10810811,Xmas Lights,39.41176471,Silver Hoop,19.70588235
00589,182.9404136,505,Sacre Bleu,29.13043478,Blue Katana,30.45454545,Teal,8.815789474,Ripped Suit,15.58139535,Gritted Teeth,8.933333333,Calm Purple,6.633663366,Red Wine,17.17948718,Evil Face Tattoo,19.70588235,Blue Flame,26.8,Silver Hoop,19.70588235
00590,209.3353209,341,Watermelon Stripe,37.22222222,None,1.942028986,Teal,8.815789474,Holiday ERGoat Shirt,31.9047619,Smirk,11.16666667,Super,41.875,Spiked Bat,16.75,Red Energy,17.63157895,Blue Flame,26.8,Diamond Stud,15.22727273
00591,206.1072399,354,Sacre Bleu,29.13043478,None,1.942028986,Gray,8.58974359,Green Ninja Armor,74.44444444,Missing Tooth,9.054054054,Angry Red,11.3559322,Tie Dye Wine,14.25531915,Gold Chain Necklace,14.88888889,Purple Beanie,17.63157895,Ruby Stud,24.81481481
00592,186.71768,482,Bloodshot,35.26315789,Monkey Tail,30.45454545,Purple,10.30769231,Ronin Black,16.34146341,Tongue Tied,14.88888889,Crazy Blue,9.305555556,Snowball,20.3030303,Blue Energy,18.10810811,Dark Horns,27.91666667,None,3.828571429
00593,4360.7706,2,Golden,670,None,1.942028986,Gold,670,None,167.5,Gold,670,Gold,670,Golden Katana,670,None,167.5,Gold,670,None,3.828571429
00594,179.4398712,522,Best Friend,39.41176471,None,1.942028986,Blue,9.436619718,Joker Suit,27.91666667,Pierced Tongue,15.95238095,Crazy Blue,9.305555556,Snowball,20.3030303,Green Energy,14.88888889,Green Neon Horns,23.10344828,Gold Hoop,17.17948718
00595,210.3975644,334,Hazy Eve,44.66666667,Demon Wings,51.53846154,Blue,9.436619718,Baphomet,21.61290323,Gold Tooth,14.25531915,Calm Teal,8.815789474,Cocktail,22.33333333,Silver Chain Necklace,10.80645161,Dark Cowboy Hat,23.10344828,None,3.828571429
00596,300.5006867,73,Copper Battery,134,Red Katana,25.76923077,Purple,10.30769231,Ronin Black,16.34146341,Sharp,9.178082192,Calm Teal,8.815789474,Katana,13.4,3D Glasses No1,29.13043478,Royal Guard Hat,30.45454545,Pentagram,23.10344828
00597,248.9018118,156,Clover Field,31.9047619,Devil Tail,37.22222222,Green,14.56521739,Ripped Suit,15.58139535,Gritted Teeth,8.933333333,Shoujo,39.41176471,Flame,22.33333333,Green Scouter,44.66666667,Royal Guard Hat,30.45454545,None,3.828571429
00598,198.037794,400,Sacre Bleu,29.13043478,Bow and Arrows,39.41176471,Teal,8.815789474,Ripped Suit,15.58139535,Flopped,11.96428571,Crazy Yellow,10.15151515,Christmas Mug,15.95238095,Silver Chain Necklace,10.80645161,Royal Guard Hat,30.45454545,Snowman,25.76923077
00599,153.6062031,637,Rojo,30.45454545,None,1.942028986,Purple,10.30769231,Pink Suit,26.8,Flopped,11.96428571,Assassin Gray,13.1372549,Red Wine,17.17948718,Gold Chain Necklace,14.88888889,Green Neon Horns,23.10344828,None,3.828571429
00600,195.0087065,423,Sacre Bleu,29.13043478,None,1.942028986,Pink,10,Baphomet,21.61290323,Screaming,10.15151515,Crazy Blue,9.305555556,Red Wine,17.17948718,Bronze Medal,44.66666667,Blue Afro,27.91666667,Pentagram,23.10344828
00601,213.5701967,318,Summer,35.26315789,None,1.942028986,Gray,8.58974359,Holiday ERGoat Shirt,31.9047619,Tongue Tied,14.88888889,Angry Purple,10.15151515,Cupcake,25.76923077,Face Cuts,26.8,Afro,29.13043478,Snow Globe,29.13043478
00602,189.1258346,467,Sunshine,31.9047619,None,1.942028986,Green,14.56521739,Joker Suit,27.91666667,Screaming,10.15151515,Assassin Green,11.3559322,Christmas Mug,15.95238095,Pentagram,29.13043478,Horns,23.10344828,Pentagram,23.10344828
00603,239.5133144,195,Seattle Proper,39.41176471,Monkey Tail,30.45454545,Gray,8.58974359,Holiday ERGoat Shirt,31.9047619,Screaming,10.15151515,Calm Purple,6.633663366,Katana,13.4,Gold Chain Necklace,14.88888889,Xmas Lights,39.41176471,Present,44.66666667
00604,245.9088208,165,Skinny Dip,22.33333333,Green Parrot,21.5,Red,11.55172414,Baphomet,21.61290323,Snake,14.25531915,Assassin Gray,13.1372549,Candy Cane,51.53846154,Mustache,27.91666667,Blue Flame,26.8,Rainbow Disco Ball,35.26315789
00605,224.50733,251,Skinny Dip,22.33333333,Bag of Toys,39.41176471,Yellow,10,Ripped Suit,15.58139535,Grin,8.58974359,Crazy Blue,9.305555556,Necronomicon,21.61290323,3D Glasses No1,29.13043478,Xmas Lights,39.41176471,Snow Globe,29.13043478
00606,196.5346994,414,Lilac,33.5,None,1.942028986,Gray,8.58974359,Holiday Suit,23.92857143,Snake,14.25531915,Calm Teal,8.815789474,Basketball,30.45454545,Mustache,27.91666667,War Helmet,31.9047619,Diamond Stud,15.22727273
00607,177.82427,526,Mustard,31.9047619,Angel Wings,14.47826087,Orange,8.701298701,Ronin White,33.5,Sharp,9.178082192,Assassin Gray,13.1372549,Cigarette,15.95238095,Red Collar,12.64150943,Horns,23.10344828,Diamond Stud,15.22727273
00608,148.0061724,652,Water Hole,37.22222222,None,1.942028986,Teal,8.815789474,Ripped Suit,15.58139535,Snake,14.25531915,Crazy Yellow,10.15151515,Katana,13.4,Evil Face Tattoo,19.70588235,Horns,23.10344828,None,3.828571429
00609,192.2255831,443,Clover Field,31.9047619,Blue Parrot,37.22222222,Yellow,10,Black ERGoat Shirt,14.25531915,Pierced Tongue,15.95238095,Stoned,13.1372549,Wolverine,12.40740741,Reading Glasses,13.4,Headband,21.61290323,Spikes,22.33333333
00610,314.5778064,54,Airport Night,134,Bumble Bee,55.83333333,Blue,9.436619718,Black ERGoat Shirt,14.25531915,Snake,14.25531915,Calm Purple,6.633663366,Spiked Bat,16.75,3D Glasses No1,29.13043478,Dark Ronin Hat,30.45454545,None,3.828571429
00611,216.8631097,302,Red Window,47.85714286,None,1.942028986,Purple,10.30769231,Pink Suit,26.8,Gold Tooth,14.25531915,Assassin Green,11.3559322,Dragon Ball,37.22222222,Gold Chain Necklace,14.88888889,Dark Cowboy Hat,23.10344828,Snow Globe,29.13043478
00612,170.0692938,558,Sacre Bleu,29.13043478,None,1.942028986,Pink,10,Lab Coat No1,20.9375,Gritted Teeth,8.933333333,Angry Purple,10.15151515,Necronomicon,21.61290323,Gray Collar,16.34146341,Blue Afro,27.91666667,Disco Ball,23.10344828
00613,152.3475247,639,Watermelon Stripe,37.22222222,None,1.942028986,Blue,9.436619718,Baphomet,21.61290323,Grin,8.58974359,Angry Purple,10.15151515,Tie Dye Wine,14.25531915,Silver Chain Necklace,10.80645161,Rambo,23.10344828,Diamond Stud,15.22727273
00614,169.4293061,561,Gum,60.90909091,None,1.942028986,Yellow,10,Black ERGoat Shirt,14.25531915,Snake,14.25531915,Crazy Yellow,10.15151515,Spiked Bat,16.75,Red Energy,17.63157895,Red Beanie,19.70588235,None,3.828571429
00615,186.4855286,483,Dark Pit,55.83333333,None,1.942028986,Red,11.55172414,White Suit,16.34146341,Sharp,9.178082192,Assassin Green,11.3559322,Red Wine,17.17948718,Gray Collar,16.34146341,Purple Beanie,17.63157895,Snow Globe,29.13043478
00616,252.9743162,147,Inverse Day,35.26315789,Buster Sword,74.44444444,Yellow,10,Tat Blasted,35.26315789,Gritted Teeth,8.933333333,Crazy Yellow,10.15151515,White Wine,13.67346939,Mustache,27.91666667,Pink Neon Horns,33.5,None,3.828571429
00617,235.0514081,214,Summer,35.26315789,None,1.942028986,Purple,10.30769231,Celtics Jersey,95.71428571,Gold Tooth,14.25531915,Calm Teal,8.815789474,Christmas Mug,15.95238095,Silver Chain Necklace,10.80645161,Ronin Hat,24.81481481,Gold Hoop,17.17948718
00618,311.2124135,59,Opening Scene,74.44444444,Rainbow Demon Wings,95.71428571,Purple,10.30769231,Ronin White,33.5,Tongue Tied,14.88888889,Calm Purple,6.633663366,Coconut,20.9375,Silver Chain Necklace,10.80645161,Blue Flame,26.8,Gold Hoop,17.17948718
00619,147.7539328,654,Psycho,41.875,None,1.942028986,Yellow,10,Black Suit,14.56521739,Screaming,10.15151515,Calm Purple,6.633663366,Cigarette,15.95238095,Gold Chain Necklace,14.88888889,Dark Horns,27.91666667,None,3.828571429
00620,216.8537347,303,Movie Foam,35.26315789,None,1.942028986,Teal,8.815789474,Black ERGoat Shirt,14.25531915,Smirk,11.16666667,Stoned,13.1372549,Candy Cane,51.53846154,Gray Collar,16.34146341,Orange Afro,29.13043478,Off White Tag,35.26315789
00621,142.7125991,663,Watermelon Stripe,37.22222222,None,1.942028986,Red,11.55172414,Ronin Black,16.34146341,Smirk,11.16666667,Crazy Blue,9.305555556,Katana,13.4,Gray Collar,16.34146341,Cowboy Hat,21.61290323,None,3.828571429
00622,233.9569591,217,Seattle Proper,39.41176471,Red Katana,25.76923077,Pink,10,Purple Hawaiian Shirt,41.875,Snake,14.25531915,Angry Red,11.3559322,Christmas Mug,15.95238095,3D Glasses No1,29.13043478,Green Neon Horns,23.10344828,Disco Ball,23.10344828
00623,221.9113972,275,Gum,60.90909091,Blue Parrot,37.22222222,Green,14.56521739,Baphomet,21.61290323,Gritted Teeth,8.933333333,Crazy Yellow,10.15151515,Cigarette,15.95238095,Red Energy,17.63157895,Red Beanie,19.70588235,Diamond Stud,15.22727273
00624,272.4109986,104,Summer,35.26315789,Monkey Tail,30.45454545,Yellow,10,Drug Rug No2,95.71428571,Missing Tooth,9.054054054,Assassin Gray,13.1372549,Basketball,30.45454545,Reading Glasses,13.4,Red Beanie,19.70588235,Diamond Stud,15.22727273
00625,244.558187,172,Good Morning,111.6666667,None,1.942028986,Pink,10,Baphomet,21.61290323,Screaming,10.15151515,Crazy Yellow,10.15151515,Trident,19.14285714,Silver Chain Necklace,10.80645161,Flame,31.9047619,Gold Hoop,17.17948718
00626,156.2610487,627,Skyism,35.26315789,None,1.942028986,Green,14.56521739,Black Suit,14.56521739,Tongue Tied,14.88888889,Angry Purple,10.15151515,Spiked Bat,16.75,Silver Chain Necklace,10.80645161,Pink Neon Horns,33.5,None,3.828571429
00627,210.1142442,336,Sacre Bleu,29.13043478,Bumble Bee,55.83333333,Blue,9.436619718,Black Suit,14.56521739,Screaming,10.15151515,Calm Purple,6.633663366,Tie Dye Wine,14.25531915,Green Scouter,44.66666667,Headband,21.61290323,None,3.828571429
00628,234.4939338,215,Movie Foam,35.26315789,Nine Tales,51.53846154,Red,11.55172414,Black Suit,14.56521739,Pierced Tongue,15.95238095,Calm Teal,8.815789474,Flame,22.33333333,Green Energy,14.88888889,Dark Ronin Hat,30.45454545,Snow Globe,29.13043478
00629,220.6222411,283,Skinny Dip,22.33333333,Bow and Arrows,39.41176471,Teal,8.815789474,Green Hawaiian Shirt,39.41176471,Smirk,11.16666667,Stoned,13.1372549,Cocktail,22.33333333,Silver Chain Necklace,10.80645161,Pink Neon Horns,33.5,Silver Hoop,19.70588235
00630,180.8216294,517,Sun Belt,37.22222222,None,1.942028986,Purple,10.30769231,Black Suit,14.56521739,Tongue Tied,14.88888889,Calm Purple,6.633663366,Katana,13.4,3D Glasses No1,29.13043478,Dark Horns,27.91666667,Ruby Stud,24.81481481
00631,191.5022298,448,Pinot Noir Film,31.9047619,Red Parrot,18.10810811,Blue,9.436619718,Ripped Suit,15.58139535,Smirk,11.16666667,Kawaii,47.85714286,Wolverine,12.40740741,Blue Energy,18.10810811,Green Neon Horns,23.10344828,None,3.828571429
00632,171.3172226,550,Hazy Eve,44.66666667,None,1.942028986,Brown,11.3559322,Baphomet,21.61290323,Screaming,10.15151515,Angry Red,11.3559322,Trident,19.14285714,Silver Chain Necklace,10.80645161,Green Neon Horns,23.10344828,Gold Hoop,17.17948718
00633,152.2455601,640,Sun Belt,37.22222222,None,1.942028986,Yellow,10,Black Suit,14.56521739,Missing Tooth,9.054054054,Crazy Yellow,10.15151515,Cigarette,15.95238095,Mustache,27.91666667,Headband,21.61290323,None,3.828571429
00634,303.5659605,68,Pinot Noir Film,31.9047619,Bow and Arrows,39.41176471,Purple,10.30769231,Ronin Black,16.34146341,Missing Tooth,9.054054054,Angry Purple,10.15151515,Wolverine,12.40740741,Rudolph,74.44444444,Dark Santa Hat,95.71428571,None,3.828571429
00635,222.2903954,273,Red Window,47.85714286,None,1.942028986,Gray,8.58974359,Drug Rug No1,55.83333333,Grin,8.58974359,Crazy Yellow,10.15151515,Wolverine,12.40740741,Nose Scar,12.18181818,Clown Afro,60.90909091,None,3.828571429
00636,193.6073594,432,Skyism,35.26315789,Green Parrot,21.5,Purple,10.30769231,Black ERGoat Shirt,14.25531915,Flopped,11.96428571,Assassin Green,11.3559322,Wolverine,12.40740741,Bronze Medal,44.66666667,Purple Beanie,17.63157895,Ergo Chain,14.25531915
00637,863.2012671,12,Fire,670,Devil Tail,37.22222222,Red,11.55172414,Baphomet,21.61290323,Screaming,10.15151515,Crazy Yellow,10.15151515,Trident,19.14285714,Pentagram,29.13043478,Flame,31.9047619,Spikes,22.33333333
00638,214.7265352,312,Psycho,41.875,None,1.942028986,Green,14.56521739,Blue Ninja Armor,47.85714286,Sharp,9.178082192,Assassin Gray,13.1372549,Spirit Gun,22.33333333,Red Energy,17.63157895,Rambo,23.10344828,Pentagram,23.10344828
00639,226.9341509,244,Inverse Day,35.26315789,Bag of Toys,39.41176471,Green,14.56521739,Ripped Suit,15.58139535,Sharp,9.178082192,Angry Purple,10.15151515,Katana,13.4,Green Scouter,44.66666667,Horns,23.10344828,Hanafudu No2,21.61290323
00640,151.4729858,643,Sun Belt,37.22222222,None,1.942028986,Green,14.56521739,Holiday Suit,23.92857143,Snake,14.25531915,Calm Purple,6.633663366,Spiked Bat,16.75,Red Collar,12.64150943,Red Beanie,19.70588235,None,3.828571429
00641,205.1508645,359,Movie Foam,35.26315789,None,1.942028986,Teal,8.815789474,Santa,51.53846154,Sharp,9.178082192,Calm Teal,8.815789474,White Wine,13.67346939,Green Energy,14.88888889,Santa Hat,31.9047619,Snow Globe,29.13043478
00642,295.2757838,77,Mustard,31.9047619,None,1.942028986,Orange,8.701298701,Goats Jersey,67,Smirk,11.16666667,Calm Teal,8.815789474,Spirit Gun,22.33333333,Gold Metal,111.6666667,Blue Afro,27.91666667,None,3.828571429
00643,258.23363,131,Summer,35.26315789,None,1.942028986,Purple,10.30769231,Lab Coat No1,20.9375,Missing Tooth,9.054054054,Kawaii,47.85714286,Flame,22.33333333,Silver Medal,60.90909091,Ronin Hat,24.81481481,Ruby Stud,24.81481481
00644,364.6225215,30,Rojo,30.45454545,Nine Tales,51.53846154,Orange,8.701298701,Green Ninja Armor,74.44444444,Pierced Tongue,15.95238095,Heart,95.71428571,Coconut,20.9375,Red Collar,12.64150943,War Helmet,31.9047619,Spikes,22.33333333
00645,220.5904638,284,Watermelon Stripe,37.22222222,Shoulder Angel,47.85714286,Green,14.56521739,Black ERGoat Shirt,14.25531915,Screaming,10.15151515,Assassin Gray,13.1372549,Katana,13.4,Gold Chain Necklace,14.88888889,Cowboy Hat,21.61290323,Hanafudu No1,33.5
